Name,Ingredients,Garnish,Preparation
the mayan premonition,"1.5 oz chinaco blanco tequila, .75 oz luxardo sangue morlacco cherry liqueur, .5 oz fresh lime juice, 1 float bitter lemon soda","fresh ginger slice, luxardo cherry","fill up a stemmed wine glass with ice then pour the ingredients, stir and serve."
club med,".75 oz luxardo apricot liqueur, .75 oz barsol selecto italia pisco, .75 oz elderflower liqueur, 2 oz white dry white(preferably sauvignon), 2 oz club soda",apricot slices,"fill up a wine glass with ice then pour the ingredients, stir and serve."
pisco sour,"2 oz barsol primero quebranta pisco, 1 oz fresh lime juice, 1 oz simple syrup, .5 oz egg white, 3 dash angostura bitters",,"first, dry shake all ingredients. then, shake all ingredients vigorous with ice and strain into a cocktail glass. garnish with 2-3 drops of angostura bitters on top of the foam."
jamaica paloma,"2 oz mezcal, 1 oz jamaica basil flower syrup*, .75 oz fresh grapefruit juice, .5 oz fresh lime juice",salted starfruit,"flash shake, strain onto fresh ice, top with mexican squirt. salted starfruit garnish."
ypioca chile punch,"2 part ypioca brasilizar cachaca prata classica, 1 part fresh lime juice, .5 part agave, .5 part ancho reyes ancho chile liqueur","pineapple chunks, dried ancho chiles, star anise","for a punch, combine ypioca, lime, agave and ancho reyes together. add fresh pineapple chunks, 3 thin sliced chiles (seeds included) and 1 star anise to garnish."
prata punch,"2 part ypioca brasilizar cachaca prata reserva especial, .5 part lillet rose, .5 part guava nectar, .25 part fresh lime juice, .25 part agave,  top banfi rosa regale sparkling wine","strawberries, lime wheels","for punch, combine ypioca, lillet rose, guava nectar, lime and agave. top with rosa regale sparkling and add sliced strawberries and thin-sliced lime wheels to float as garnish.

for individual cocktails, muddle 2-3 strawberry slices w/ agave and add ypioca, guava and lillet. add ice and shake to chill/mix. strain over ice and top with champagne. garnish with thin-sliced strawberry. remember, this is an aperitif style so it's meant to be refreshing but not necessarily sweet."
engaged and cant-aloupe,"1.5 oz barsol supremo moste verde italia pisco, 1.25 oz fresh cantaloupe juice, .5 oz fresh lime juice, .75 oz beet sugar water*, 1  egg white",angostura bitters,"garnish with 3 drops of angostura bitters over foam.

*beet sugar water:
-- 50% beet sugar
-- 50% water"
mauritian made,"1.5 oz pink pigeon rum, .75 oz darjeeling simple syrup, 1 oz lime juice","mint sprig, lime wheel",garnish: mint and lime wheel
hotaling old tom gin,"1.5 oz old tom gin, .5 oz 7-spice syrup*, .75 oz lemon juice, 1.5 oz fever-tree tonic","orange peel, star anise","garnished with orange peel and star anise. served over the rocks in a stemless wine glass.

*7-spice syrup:
-- pink peppercorn
-- star anise
-- sumac
-- cinnamon
-- nutmeg
-- coriander
-- cardamom"
hotaling seaside shandy,"1 oz genevieve gin, 1 bottle lager",,"genevieve is hotaling's interpretation of genever, an ancient and mysterious gin style. the most common way to consume genever has always been straight. if you are planning to set sail for the day, picnic or do something else to enjoy the great outdoors, we recommend throwing a bottle of genevieve in the freezer the evening before your outing and moving it to the cooler day of. we sip it straight while enjoying a lager. glassware is dealer's choice, but cordial glasses are elegant and fun."
blind luck,"1 oz luxardo bitter bianco, 2.5 oz old tom gin, 2 bsp real lemon juice, 2 bsp strawberry-raspberry simple syrup*","raspberry, mint sprig, lemon zest","hard vigorous shake with high density ice for 5-6 seconds. hawthorne and fine strain into a chilled martini glass. garnish with a mint sprig spanked and lightly rubbed around the edge of the glass. raspberry garnish and mint sprig attached to the raspberry. channel zest lemon bath over the glass.

*strawberry-raspberry turbinado ""sugar in the raw"" simple syrup:
-- 2 c water
-- 2 c sugar in the raw turbinado sugar
-- 15 raspberries
-- 3 strawberries, quartered
-- 3 mint leaves

as the water boils, slowly add sugar a few spoon fulls at a time and whisk vigorously into the boiling water until all 2 cups have been dissolved. continue to keep on high heat for 5 mins.
then take raspberries, strawberries, and mint leaves and macerate all components together and add into the boiling simple syrup.
reduce heat to low-medium heat for the next 15 mins.
after that allow simple syrup to cool down and rest for additional 15 mins.
double strain the simple syrup through fine strainers until all fruit, seeds and mint leaves are strained out.  allow to cool."
the naughty & nice,"1.25 oz glenrothes vintage reserve, .75 oz drambuie, 2 oz woodchuck pumpkin cider, .75 oz spiced butter*, 3 dash bittermens elemakule tiki bitters",chrusciki cookie**,"heat cider to 180°f. in a 5 oz cup pour the scotch and drambuie. add the heated cider. stir in the spiced butter. top with 3 drops bitters.

for the garnish, add 2 small cocktail stirrers, hang cookie off of the stirrer so that it leans off of the side of the cup.

*spiced butter:
-- 1 half stick butter
-- 1 tbsp pumpkin pie spice
-- .5 tbsp brown sugar
-- .5 tsp cayenne pepper

soften butter, add spices and mix with a spoon until all ingredients are combined.

**chrusciki cookies:
-- 1 c all-purpose flour
-- 3 egg yolks
-- 3 tbsp sour cream
-- 1 tsp vanilla extract
-- 1 tbsp dark rum
-- 1 pinch salt

using a mixer, incorporate egg yolks into sour cream, add vanilla and rum, kneed in all-purpose flower and salt to taste.
divide dough in half on a floured board and let rest for 20 min. working with half the dough at a time, roll out to 1/8 in. thickness, cut into 2 in. wide strips, cut these strips on the diagonal at 4 in. intervals.
heat 2 in. of vegetable oil in a large deep skillet to 350°f. make a slit in the center of each strip of dough. pull one end through the slit to form a bow.
fry 6 chrusciki at a time for 1 min. or less per side till golden brown.
drain on a paper towel and dust with confectioners sugar.
"
the king's cranberry sauce,"1 pkg, 14 oz cranberries, 1.5 c brown sugar, .5 c orange juice, .3 c king's ginger liqueur, 8 whole pepper corns, 6  allspice berries, 5  cloves, 1 stick, 2 in cinnamon",,"heat cranberries, sugar, oj and king's ginger over medium heat. place the peppercorns, allspice, cloves and cinnamon in a piece of cheesecloth with the end tied. add to pot. cook stirring often until cranberries soften about 25 to 30 min. refrigerate for 1 hour before serving."
mexican sazerac,"2 oz chinaco reposado tequila, .75 oz d'aristi xtabentun honey liqueur, 3 dash peychaud's bitters",lemon twist,ice: large block or spherical
roasted cherry colada,"2 oz white rum, 1.75 oz luxardo sangue morlacco cherry liqueur, 1 oz coconut milk, 1 oz fresh lime juice, .5 tsp demerara sugar, 10 dash miracle mile forbidden barrel aged bitters, 3  roasted cherries, 1 oz black rum, 1 tsp everclear",roasted cherry,"in a blender, combine white rum, luxardo, coconut milk, lime juice, sugar, bitters, 3 cherries, and 1 cup ice and purée until smooth; pour into a tiki glass and top with black rum. place halved cherry, cut-side up, on top of cocktail and fill with everclear before lighting cherry on fire."
karlsson's kold brew,"1 oz karlsson's gold vodka (coffee-infused), .75 oz café moka, .75 oz cardamom syrup*, 2 tbsp soy milk coffee foam**, 1 pinch espresso powder",,in a boston shaker combine all liquid ingredients (not the foam) with cracked ice and shake vigorously for 20 seconds. double strain the cocktail into an espresso cup. using an aero-latte frothing whip froth the coffee infused soy milk and spoon the froth over the cocktail. sprinkle with a little espresso powder.
root down,"2 oz karlsson's gold vodka (root-infused), .5 oz cardamaro, .5 oz fresh lemon juice, .5 oz grade-a dark maple syrup, 1.5 oz fenteman's ginger beer, 4 inch whole licorice root",licorice root,in a boston shaker combine all liquid ingredients except the ginger beer with whole hard ice and shake vigorously for 30 seconds. double strain the cocktail over whole hard ice cubes in a 13 oz. rocks glass and top with the ginger beer. garnish with the licorice root.
chilli vanilli,"2 oz karlsson's gold vodka, .5 oz lustau amontillado sherry, .75 oz st. elizabeth allspice dram, .75 oz burned demerara sugar syrup*, 1 tincture bob's vanilla bitters, .75 oz vanilla powder, 1  egg white",,in a boston shaker combine all liquid ingredients in a shaker without ice and dry shake for 10-12 shakes to blend the egg whites. once blended add cracked ice and shake vigorously for 30 seconds and strain into a frozen 4.5 oz. coupe glass. let the cocktail settle and sprinkle with the vanilla powder.
pear and cranberry fizz,"1.5 oz karlsson's gold vodka, .5 oz fresh lemon juice, 1 oz rothman & winter orchard pear liqueur, .75 oz cranberry juice, 1 tincture fee brothers cranberry bitters, 10  fresh cranberries",2 pear slices,in a boston shaker combine and muddle the fresh lemon juice and cranberries. add the remaining liquid ingredients except the club soda with hard ice and shake vigorously for 20 seconds pour directly into a highball add a little more ice to fill the glass and top with the club soda. garnish with a few pear slices and fresh cranberries.
asian affair,"2 oz karlsson's gold vodka, .75 oz boiron kalamansi juice, .5 oz thai basil syrup*, .5 oz cocchi americano, 2 oz fentimans ginger beer",young australian candied ginger,"in a boston shaker, combine all liquid ingredients except the ginger beer with cracked ice and shake vigorously for 30 seconds. double strain over ice into a 16 oz. highball or collins glass and top with the ginger beer. garnish with the candied ginger using 2 toothpicks placed on the rim of the glass.

*thai basil syrup:
-- 1 c chopped thai basil
-- 2 c granulated sugar
-- 1 c water

in a 1 qt. saucepot bring the water and sugar to boil and stir until sugar is completely dissolved. add the chopped thai basil to the pot and remove from heat. let the basil steep for 1 hour or until syrup is room temperature. strain the basil out of the syrup using a fine mesh sieve and store covered in fridge."
pumpkin and spice,"1.5 oz oatmeal-infused karlsson's gold vodka*, 1.5 oz ginger beer, .5 oz oloroso sherry, .25 oz st. elizabeth allspice dram, .25 oz molasses, 1 bsp pumpkin puree, 1 tincture fee brothers black walnut bitters",fresh nutmeg,"in a boston shaker, combine all liquid ingredients except the ginger beer. shake vigorously for 25 seconds and strain over fresh ice in a rocks glass. top with the ginger beer and grate the fresh nutmeg over the top.

*oatmeal-infused karlsson's gold vodka:
-- 750 ml karlsson's gold vodka
-- 2 c raw oats

using a large sauté pan toast the oats for about 10 minutes constantly watching them and making sure they don't burn. once aromatic and have a touch of color add the oats to a mason jar with the vodka and let infuse for 12-24 hours. strain and press out all the vodka from the oats. return the liquid to the bottle and store in a cool dark place."
tambourine,"2 oz karlsson's gold vodka, .75 oz pineapple juice, .5 oz fresh lime juice, .5 oz kaffir lime & tamarind compound syrup*",kaffir lime leaf (cut lengthwise),"in a boston shaker, combine all liquid ingredients with cracked ice and shake vigorously for 30 seconds. double strain into a frozen 4.5 oz. coupe glass. garnish with 1/2 piece kaffir lime leaf. (clap the leaf several times before placing on top of the cocktail to release the aromatics.)"
eden's apple,"1.5 oz apple & cinnamon-infused karlsson's gold vodka, .75 oz j. t. taylor's falernum, .5 oz fresh lemon juice, 1 oz fresh cider, 1 tincture bar keep baked apple bitters",apple slice,"in a boston shaker, combine all liquid ingredients with cracked ice and shake vigorously for 30 seconds. double strain into a frozen 4.5 oz. coupe glass. garnish with the apple slice. can also be served warm."
swedish 75,"1 oz karlsson's gold vodka, 1 oz lemon curd (or a large bar spoon), 1.5 oz brut champagne",lemon twist,"in a boston shaker, combine the karlsson's and the lemon curd with whole hard ice and shake vigorously for 30-40 seconds. add the champagne to the shaker, stir until mixed well and double strain the cocktail into a 4.5 oz. coupe glass. garnish the cocktail with a lemon twist making sure to release all the essential oils into the glass. rub the entire rim with the twist before dropping the twist into the glass."
barbary coast bulldog,"1.5 oz hophead vodka, .75 oz luxardo espresso italian liqueur, 2 oz cream, 2 oz mexican coca cola",luxardo cherry,"in a bucket glass, combine hophead, coffee liqueur, and cream. add ice and give a quick stir. top with cold mexican coke and garnish with a luxardo cherry."
apple shrub spritz,"1 oz karlsson's gold vodka, 2.5 oz spiced apple shrub*, 2 oz chilled club soda",apple slices (sliced very thin),"in a chilled mixing glass combine the karlsson's gold vodka and the spiced apple shrub with cracked ice and stir for 20 seconds. add the chilled club soda to the mixing glass, stir just until mixed and strain into a frozen champagne flute. garnish with two apple slices placed on the rim."
